,forecast,vix,close_ae,close_mse,close_ql,forecast_DR,actual_DR,DA_DR,forecast_IDR,actual_IDR,DA_IDR,close_err
2017-01-09,11.56685929605638,11.56,0.0068592960563798044,4.7049942389067535e-05,1.7597123336265952e-07,0.021572979208720807,0.020979790469194466,1,-0.012299125625868388,-0.01289231436539456,1,0.0068592960563798044
2017-01-10,11.751829604898793,11.49,0.2618296048987929,0.068554742001458,0.00025575937778810065,0.01645807627944496,-0.006073771383567135,0,0.013866282172015961,-0.008665565490995966,0,0.2618296048987929
2017-01-11,11.693050518149706,11.26,0.43305051814970597,0.18753275126972882,0.000721123628641962,0.017517600663597355,-0.020220469149120016,0,0.011443829280030278,-0.026294240532687155,0,0.43305051814970597
2017-01-12,11.478452610290718,11.54,0.061547389709280864,0.003788081180026092,1.4273329217440178e-05,0.019214969050519056,0.024562638368409127,1,-0.0001347991293569816,0.00521287018853299,0,-0.061547389709280864
2017-01-13,11.714040181135623,11.23,0.4840401811356223,0.23429489695380606,0.0009030513119223649,0.014968876762360478,-0.02723049232960157,0,0.02279840784206528,-0.0194009612498968,0,0.4840401811356223
2017-01-17,11.440972191014138,11.87,0.429027808985861,0.18406486088320845,0.0006693684757170804,0.01861219532256225,0.05542543987122477,1,-0.06423498766629676,-0.027421743117634203,1,-0.429027808985861
2017-01-18,12.00790694653384,12.48,0.4720930534661605,0.22287185113100305,0.0007340489017300111,0.011551136390237823,0.05011315431970506,1,0.018313630462535032,0.056875648392002175,1,-0.4720930534661605
2017-01-19,12.578176157989802,12.78,0.20182384201019765,0.04073286320375722,0.00012602476810719132,0.007835898328403831,0.023754086008107057,1,-0.00014499000260904683,0.015773197677094314,0,-0.20182384201019765
2017-01-20,12.828974855704775,11.54,1.288974855704776,1.6614561786391482,0.005809249098443825,0.0038248243583580096,-0.10206218786943531,0,0.019598022035452346,-0.08628899019234103,0,1.288974855704776
2017-01-23,11.734792347460422,11.77,0.035207652539577694,0.0012395787973476316,4.482892973944885e-06,0.016738872920364502,0.019734660192231898,1,-0.047041128378054006,-0.04404534110618658,1,-0.035207652539577694
2017-01-24,11.923007339690589,11.07,0.8530073396905884,0.7276215215660149,0.002824590215534828,0.012916002142544217,-0.06131517455163974,0,0.008676911436777512,-0.06555426525740665,0,0.8530073396905884
2017-01-25,11.30939120467437,10.81,0.49939120467436915,0.24939157530611766,0.0010353222476751078,0.021394713901616798,-0.02376711506942858,0,0.04701368135211901,0.0018518523810737264,1,0.49939120467436915
2017-01-26,11.06100488466451,10.63,0.4310048846645085,0.18576521060466625,0.0008004279272089132,0.022954217880376254,-0.016791439297260277,0,0.04162889690560157,0.0018832397279648725,1,0.4310048846645085
2017-01-27,10.88902675525661,10.58,0.3090267552566104,0.09549753546442898,0.0004184419804873496,0.024075370097379235,-0.0047147659237033535,0,0.029735762569089608,0.0009456265480070302,1,0.3090267552566104
2017-01-30,10.830651839116587,11.88,1.0493481608834134,1.101131562749402,0.004147096677430628,0.0234148210555839,0.1158908875043456,1,-0.024564860832551157,0.06791120561621057,0,-1.0493481608834134
2017-01-31,11.966370703655807,11.99,0.023629296344193307,0.0005583436457217072,1.9444835608339872e-06,0.00724396030074645,0.009216655104924048,1,-0.02668564934269791,-0.024712954538520474,1,-0.023629296344193307
2017-02-01,12.090856286597754,11.81,0.2808562865977535,0.07888025372147947,0.0002783687075460506,0.008376519100553696,-0.01512633883015193,0,0.025197773590697282,0.0016949156599915041,1,0.2808562865977535
2017-02-02,11.937506878054434,11.93,0.007506878054433841,5.635321812414041e-05,1.978908445998684e-07,0.010738651769510789,0.010109605900553674,1,-0.035588904425614715,-0.03621795029457178,1,0.007506878054433841
2017-02-03,12.055065380378604,10.97,1.0850653803786035,1.1773668796961634,0.004591406652781904,0.010428699015745085,-0.08389196182268584,0,0.018001305669710133,-0.07631935516872072,0,1.0850653803786035
2017-02-06,11.192329672447588,11.37,0.17767032755241097,0.031566745292581,0.00012337662180739173,0.020064418722239775,0.035814033475305734,1,-0.01574961475306593,0.0,0,-0.17767032755241097
2017-02-07,11.55483596471038,11.29,0.2648359647103806,0.07013808820407796,0.00027090052787026586,0.016125739819030812,-0.00706092960087401,0,0.014368270122384513,-0.008818399297520273,0,0.2648359647103806
2017-02-08,11.489939023118994,11.45,0.03993902311899511,0.0015951255676996258,6.06939575464871e-06,0.017554406732792113,0.014072351838678037,1,0.02645126257052875,0.022969207676414877,1,0.03993902311899511
2017-02-09,11.631692962634887,10.88,0.7516929626348858,0.5650423100748119,0.0022821436198119383,0.01574379452050121,-0.051063488572452,0,0.016617538569098166,-0.05018974452385516,0,0.7516929626348858
2017-02-10,11.108112819095945,10.85,0.2581128190959454,0.06662222738165624,0.00027855394769749076,0.020749484527651442,-0.0027611614413281683,0,0.023510645968979657,0.0,0,0.2581128190959454
2017-02-13,11.078940724262562,11.07,0.008940724262561872,7.993655033916254e-05,3.2597658372601757e-07,0.020880994259079782,0.02007366673407691,1,-0.02505233904745698,-0.02585966657245966,1,0.008940724262561872
2017-02-14,11.283508706987831,10.74,0.543508706987831,0.295401714571584,0.0012388606537387936,0.019103506565636405,-0.030263657639826934,0,0.01011064020507264,-0.03925652400039068,0,0.543508706987831
2017-02-15,10.980087841204865,11.97,0.9899121587951356,0.9799260821304457,0.0036206549399937504,0.0221083470783979,0.10842843048916327,1,0.012840440147616499,0.0991605235583817,1,-0.9899121587951356
2017-02-16,12.094972342523358,11.76,0.3349723425233577,0.1122064702555857,0.00039812782946602177,0.01038633780271108,-0.017699577099400975,0,0.006217928265531366,-0.021867986636580638,0,0.3349723425233577
2017-02-17,11.904644595874688,11.49,0.4146445958746874,0.1719301408880828,0.0006358979079261751,0.012224683673265839,-0.023226850609816545,0,0.005444996687887121,-0.030006537595195244,0,0.4146445958746874
2017-02-21,11.668236850540715,11.57,0.09823685054071518,0.009650478804158813,3.5842847551981194e-05,0.015393259093800722,0.006938449344920854,1,-0.03219430898219912,-0.04064911873107888,1,0.09823685054071518
2017-02-22,11.742071238372374,11.74,0.0020712383723733296,4.290028395191719e-06,1.5561193444924015e-08,0.014762683388910475,0.014586273194365252,1,0.022571833703075365,0.022395423508529955,1,0.0020712383723733296
2017-02-23,11.894102611607632,11.71,0.18410261160763142,0.03389377160075038,0.00012230767755472272,0.01304088402124418,-0.0025586367903243624,0,0.019878517498848072,0.004278996687279784,1,0.18410261160763142
