,forecast,vix,close_ae,close_mse,close_ql,forecast_DR,actual_DR,DA_DR,forecast_IDR,actual_IDR,DA_IDR,close_err
2017-01-09,11.470736612064218,11.56,0.08926338793578203,0.007967952425773918,2.9967048408963137e-05,0.013228077059558762,0.020979790469194466,1,-0.02064402777503032,-0.01289231436539456,1,-0.08926338793578203
2017-01-10,11.66847645053991,11.49,0.17847645053990924,0.031853843397324666,0.00011940521831310669,0.009340021878529713,-0.006073771383567135,0,0.00674822777110091,-0.008665565490995966,0,0.17847645053990924
2017-01-11,11.616202743908714,11.26,0.35620274390871387,0.1268803947680968,0.0004900576384549993,0.010923819918349986,-0.020220469149120016,0,0.004850048534782918,-0.026294240532687155,0,0.35620274390871387
2017-01-12,11.401447235504946,11.54,0.13855276449505283,0.01919686854922157,7.265783862830943e-05,0.012483675114264913,0.024562638368409127,1,-0.0068660930656112,0.00521287018853299,0,-0.13855276449505283
2017-01-13,11.641816140853976,11.23,0.41181614085397555,0.16959253386786144,0.0006563849755369944,0.008784194899133504,-0.02723049232960157,0,0.016613725978838256,-0.0194009612498968,0,0.41181614085397555
2017-01-17,11.365980192782937,11.87,0.5040198072170625,0.25403596606712486,0.0009278565912154146,0.012035931450433785,0.05542543987122477,1,-0.07081125153842517,-0.027421743117634203,1,-0.5040198072170625
2017-01-18,11.94032832040092,12.48,0.5396716795990812,0.2912455217612934,0.000962834789062228,0.005907396485844605,0.05011315431970506,1,0.012669890558141595,0.056875648392002175,1,-0.5396716795990812
2017-01-19,12.51688591858374,12.78,0.26311408141626025,0.06922901983952243,0.00021488647078427014,0.002951243244970737,0.023754086008107057,1,-0.00502964508604208,0.015773197677094314,0,-0.26311408141626025
2017-01-20,12.766010842829127,11.54,1.2260108428291279,1.5031025867345884,0.005273132591829599,-0.0010952127637666798,-0.10206218786943531,1,0.014677984913327493,-0.08628899019234103,0,1.2260108428291279
2017-01-23,11.653787121125333,11.77,0.11621287887466636,0.013505433216337874,4.906774998159058e-05,0.009811940881106146,0.019734660192231898,1,-0.05396806041731239,-0.04404534110618658,1,-0.11621287887466636
2017-01-24,11.843396387550747,11.07,0.773396387550747,0.5981419722765453,0.0023324736607945873,0.006216524104706253,-0.06131517455163974,0,0.0019774333989393757,-0.06555426525740665,0,0.773396387550747
2017-01-25,11.222486683682302,10.81,0.41248668368230135,0.17014526421522294,0.0007100066326863885,0.013680758379504188,-0.02376711506942858,0,0.03929972583000644,0.0018518523810737264,1,0.41248668368230135
2017-01-26,10.977704566792632,10.63,0.34770456679263084,0.12089846576845108,0.0005235768533096152,0.015394726727382284,-0.016791439297260277,0,0.03406940575260749,0.0018832397279648725,1,0.34770456679263084
2017-01-27,10.811195623236378,10.58,0.23119562323637766,0.053451416203657086,0.00023533575263812168,0.016902036625773567,-0.0047147659237033535,0,0.02256242909748388,0.0009456265480070302,1,0.23119562323637766
2017-01-30,10.757066086322261,11.88,1.1229339136777394,1.2609805744876048,0.004770408232220857,0.01659742256524435,0.1158908875043456,1,-0.031382259322890696,0.06791120561621057,0,-1.1229339136777394
2017-01-31,11.911673267794272,11.99,0.07832673220572772,0.006135076978027784,2.1431285654349708e-05,0.002662552242478432,0.009216655104924048,1,-0.03126705740096602,-0.024712954538520474,1,-0.07832673220572772
2017-02-01,12.03654091752116,11.81,0.22654091752115946,0.051320787311328775,0.00018165761724042717,0.003874130353721977,-0.01512633883015193,0,0.020695384843865343,0.0016949156599915041,1,0.22654091752115946
2017-02-02,11.877271758550457,11.93,0.052728241449543134,0.0027802674463613185,9.796201695833062e-06,0.005680007397974162,0.010109605900553674,1,-0.04064754879715138,-0.03621795029457178,1,-0.052728241449543134
