,forecast,vix,close_ae,close_mse,close_ql,forecast_DR,actual_DR,DA_DR,forecast_IDR,actual_IDR,DA_IDR,close_err
2017-01-09,11.491058733787435,11.56,0.06894126621256547,0.004752898186991821,1.7854341768375193e-05,0.014998158773398058,0.020979790469194466,1,-0.018873946061191225,-0.01289231436539456,1,-0.06894126621256547
2017-01-10,11.69605090132746,11.49,0.20605090132746007,0.04245697393785868,0.00015890048306932414,0.011700391782402715,-0.006073771383567135,0,0.009108597674973936,-0.008665565490995966,0,0.20605090132746007
2017-01-11,11.625581473179018,11.26,0.36558147317901835,0.13364981353174132,0.0005159244435135601,0.011730877560032372,-0.020220469149120016,0,0.005657106176465343,-0.026294240532687155,0,0.36558147317901835
2017-01-12,11.413241511462571,11.54,0.126758488537428,0.016067714416293264,6.0772543666542944e-05,0.013517594720979369,0.024562638368409127,1,-0.005832173458896859,0.00521287018853299,0,-0.126758488537428
2017-01-13,11.665103823457248,11.23,0.4351038234572471,0.18931533718711524,0.0007317379100542087,0.010782544778798857,-0.02723049232960157,0,0.018612075858503843,-0.0194009612498968,0,0.4351038234572471
2017-01-17,11.38278530089659,11.87,0.48721469910340964,0.237378163022426,0.000866167117933303,0.013513384033543328,0.05542543987122477,1,-0.06933379895531566,-0.027421743117634203,1,-0.48721469910340964
2017-01-18,11.96070201446216,12.48,0.5192979855378397,0.26967039778365837,0.00089050377216493,0.007612235039700286,0.05011315431970506,1,0.014374729111997442,0.056875648392002175,1,-0.5192979855378397
2017-01-19,12.514847142472947,12.78,0.26515285752705253,0.07030603785476142,0.00021825314615275815,0.002788347922435257,0.023754086008107057,1,-0.005192540408577477,0.015773197677094314,0,-0.26515285752705253
2017-01-20,12.792591667316799,11.54,1.2525916673167998,1.5689858850314806,0.005496505738586288,0.000984778429829357,-0.10206218786943531,0,0.01675797610692366,-0.08628899019234103,0,1.2525916673167998
2017-01-23,11.672246413381087,11.77,0.09775358661891254,0.009555763696861235,3.468130881834064e-05,0.011394661413667267,0.019734660192231898,1,-0.05238533988475115,-0.04404534110618658,1,-0.09775358661891254
2017-01-24,11.882427125081922,11.07,0.8124271250819213,0.6600378335688758,0.0025681343939907286,0.009506675253278444,-0.06131517455163974,0,0.005267584547511485,-0.06555426525740665,0,0.8124271250819213
2017-01-25,11.246309906034616,10.81,0.43630990603461584,0.1903663341039353,0.0007932585948819959,0.015801319770899054,-0.02376711506942858,0,0.04142028722140138,0.0018518523810737264,1,0.43630990603461584
2017-01-26,11.00330187254327,10.63,0.3733018725432693,0.13935428804431127,0.0006025622443623924,0.017723766336389432,-0.016791439297260277,0,0.03639844536161468,0.0018832397279648725,1,0.3733018725432693
2017-01-27,10.829822494266365,10.58,0.24982249426636471,0.06241127864146783,0.0002744678628274766,0.01862347833694399,-0.0047147659237033535,0,0.02428387080865433,0.0009456265480070302,1,0.24982249426636471
2017-01-30,10.77904411335248,11.88,1.1009558866475206,1.2121038643438282,0.004579370184406351,0.01863846288832975,0.1158908875043456,1,-0.029341218999805265,0.06791120561621057,0,-1.1009558866475206
2017-01-31,11.952928882749779,11.99,0.037071117250221164,0.0013742677341796452,4.789600845489517e-06,0.006120029202975897,0.009216655104924048,1,-0.027809580440468596,-0.024712954538520474,1,-0.037071117250221164
2017-02-01,12.055025813489108,11.81,0.24502581348910724,0.060037649275998764,0.00021229424488899973,0.005408683901174913,-0.01512633883015193,0,0.022229938391318316,0.0016949156599915041,1,0.24502581348910724
2017-02-02,11.894819960166519,11.93,0.03518003983348095,0.0012376352026853062,4.356488855883356e-06,0.00715637767376981,0.010109605900553674,1,-0.03917117852135568,-0.03621795029457178,1,-0.03518003983348095
