,forecast-3d,vix,close_ae,close_mse,close_ql,forecast_3DR,actual_3DR,DA_3DR,forecast_I3DR,actual_I3DR,DA_I3DR,close_err
2017-01-11,11.739024084499343,11.26,0.4790240844993434,0.2294640735304341,0.0008800425710555615,0.036347610784576545,-0.00531445006349259,0,0.002475505949987352,-0.03918655489808176,0,0.4790240844993434
2017-01-12,11.874654415134316,11.54,0.3346544151343167,0.11199357756889158,0.00041252950897763263,0.02685538436957936,-0.0017316021642780463,0,0.024263590262150428,-0.004323396271706919,0,0.3346544151343167
2017-01-13,11.818338545500568,11.23,0.5883385455005676,0.3461422441217235,0.0013262268337816963,0.028175347250969925,-0.022888323110312428,0,0.022101575867402693,-0.02896209449387965,0,0.5883385455005676
2017-01-17,11.658356492658044,11.87,0.21164350734195558,0.04479297420000441,0.00016087167327993868,0.034766595673824216,0.05275758591003237,1,0.015416827493948284,0.03340781773015631,1,-0.21164350734195558
2017-01-18,11.829380563940688,12.48,0.650619436059312,0.42330565057813724,0.0014080801478819627,0.024767054080488585,0.07830810186132829,1,0.03259658516019338,0.08613763294103312,1,-0.650619436059312
2017-01-19,11.61391853105146,12.78,1.1660814689485388,1.359745992225182,0.0044345152919400554,0.03361548345572447,0.12929268019903686,1,-0.049231699533134436,0.04644549721017794,0,-1.1660814689485388
2017-01-20,12.017289133573254,11.54,0.47728913357325453,0.227804917027108,0.0008324306985330043,0.012332165397040832,-0.028194947541623175,0,0.01909465946933801,-0.02143245346932608,0,0.47728913357325453
2017-01-23,12.414615565877096,11.77,0.6446155658770962,0.415529227771049,0.00144714572993343,-0.005252909754416677,-0.058573441669096275,1,-0.01323379808542949,-0.0665543300001092,1,0.6446155658770962
2017-01-24,12.624806181749697,11.07,1.5548061817496972,2.4174222628070723,0.00902735322460102,-0.012217825846425476,-0.14364270222884315,1,0.0035553718306688257,-0.12786950455174892,0,1.5548061817496972
2017-01-25,11.830365369431647,10.81,1.0203653694316461,1.0411454871353796,0.004192945135883974,0.024850301423405902,-0.0653476294288365,0,-0.038929699875012415,-0.12912763072725486,1,1.0203653694316461
2017-01-26,11.97888271740879,10.63,1.3488827174087898,1.8194845853241213,0.007428819055101732,0.01759140474611693,-0.10187372891832869,0,0.013352314040350057,-0.10611281962409556,0,1.3488827174087898
2017-01-27,11.516575114856469,10.58,0.9365751148564687,0.8771729457684075,0.003701282177942078,0.03954856528747561,-0.045273320290392244,0,0.06516753273797783,-0.019654352839889883,0,0.9365751148564687
2017-01-30,11.332406793039915,11.88,0.5475932069600855,0.29985832030883103,0.0010961305941834532,0.04719484739962911,0.09438468228338205,1,0.06586952642485427,0.11305936130860714,1,-0.5475932069600855
2017-01-31,11.19576465552662,11.99,0.7942353444733801,0.6308097824107487,0.002295938074446946,0.05185535867172156,0.1203927766855662,1,0.057515751143431895,0.12605316915727657,1,-0.7942353444733801
2017-02-01,11.141077835333293,11.81,0.6689221646667072,0.4474568623823933,0.0016673280004719793,0.05167355700923791,0.10998120377911771,1,0.0036938751211026835,0.0620015218909825,1,-0.6689221646667072
2017-02-02,11.969194687716394,11.93,0.03919468771639423,0.0015362235451856646,5.385098062804516e-06,0.007479925821302638,0.004199922175325774,1,-0.02644968382214185,-0.0297296874681187,1,0.03919468771639423
2017-02-03,12.035980454200729,10.97,1.0659804542007283,1.1363143287379909,0.004436068927666348,0.0038275657822856067,-0.08890869475228398,0,0.020648820272429074,-0.07208744026214052,0,1.0659804542007283
2017-02-06,11.916628876960207,11.37,0.5466288769602077,0.29880312912677787,0.001119916837950763,0.008988179093429407,-0.0379683224468264,0,-0.037339377101696075,-0.0842958786419519,1,0.5466288769602077
2017-02-07,11.992692973136691,11.29,0.702692973136692,0.49377741449568374,0.0018601315173276678,0.005241309306490051,-0.055138857948254155,0,0.012813915960455308,-0.047566251294289014,0,0.702692973136692
2017-02-08,11.363921731622879,11.45,0.08607826837712018,0.007409468286803529,2.8400732123623484e-05,0.03527930228429438,0.04282545571310975,1,-0.0005347311910113122,0.007011422237804083,0,-0.08607826837712018
2017-02-09,11.612795860296206,10.88,0.7327958602962052,0.5369897728672556,0.0021712205578976462,0.02112927379644391,-0.04405206633464793,0,0.019371804099797822,-0.04580953603129422,0,0.7327958602962052
2017-02-10,11.554057295459499,10.85,0.7040572954594992,0.4956966752897446,0.002018497025463528,0.02311927811367391,-0.03975229817510201,0,0.03201613395141075,-0.03085544233736525,0,0.7040572954594992
2017-02-13,11.655452837580004,11.07,0.5854528375800037,0.34275502503047817,0.0013510566767973575,0.017784395235911805,-0.033750983279703085,0,0.018658139284508733,-0.032877239231106276,0,0.5854528375800037
2017-02-14,11.281567349065238,10.74,0.5415673490652377,0.29329519357354905,0.001230168554254174,0.036243944374760584,-0.012951152347078006,0,0.03900510581608885,-0.010189990905749907,0,0.5415673490652377
