,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0,1.0,0.17413400292751396,0.03466312985165698,0.11543358390196358,0.6452575386907188,0.2979950604639486,0.3559164593082226,0.5221386825076444,0.08367759682177456,0.7069218413382257,0.19590397643240892,0.12428571489069931,0.0077504731112919565,0.6081542234420954,0.9364412893179311,0.6871925033520616,0.05773407291932397,0.02813114006393884,0.01777631201791209,0.5767738058902174,0.1296623206691223,0.10811816889033526,0.7501766959811397,0.7334640327583468,0.32462169743314906,0.6852285135410545,6.329298731731154e-74,7.395245875071649e-05,0.05929748992684329,0.21103674520944873,0.14496463522596548,0.2595767463990561,0.35297585224031636,0.175493612715671,0.20093758094772812,0.16430654514457388,0.715299176248712,0.5550257983654541,0.29279252145746354,0.06731241076310472,0.04918545494808105,0.2906284020211561,0.30362822191700206,0.24863228467245665,0.10751168824663718
1,0.17413400292751396,1.0,0.018982889526653893,0.07473377761382156,0.17913689165290173,0.17731500970520436,0.17544348816446367,0.18184384812672305,0.13551646019747485,0.12193661322636093,0.16124307478114583,0.0991357762586806,0.044076848607060855,0.21034729538437044,0.21403478039593438,0.315009169717523,0.06975163896255263,0.05048982208407326,0.06528377718817509,0.17751095362591282,0.09853461276271576,0.08111270762633577,0.1598638039102604,0.30851909517499393,0.8440141607485926,0.11012443029802178,6.329298731731154e-74,0.00011930506168511913,0.04411872111788208,0.06959729936189091,0.14585676163829076,0.0994704123791298,0.06491684199165339,0.2996903926300647,0.6967624284623166,0.4896395002626541,0.0075375003056045164,0.12215919440053302,0.10129311541697542,0.05928899967722908,0.04334396115102662,0.180011567160532,0.17254634727425963,0.21134132005892994,0.035248193384294954
2,0.03466312985165698,0.018982889526653893,1.0,0.010041367558658653,0.03794362805343825,0.029368631150975072,0.04168447287252764,0.03326847755519994,0.03256979218854805,0.027149048273217458,0.05571617525592474,0.03175034725842877,0.021870536744776622,0.037122998830462856,0.03959467834338891,0.048283718453193805,0.028671817459345415,0.023072737265388537,0.02757081922728374,0.0382101918134306,0.009803819377344335,0.006355397189332152,0.018173352389973346,0.008952291134157535,0.0057442510567368415,0.03016481012131851,6.329298731731154e-74,0.0005253871795585739,0.02260822883389152,0.018750604643333304,0.011530315562276695,0.023439091831827217,0.01690718916063155,0.020210325161778307,0.01458126716894188,0.019672377519420234,0.010508018199077996,0.02826374008592182,0.02146727958591477,0.02445335723490859,0.021103593435830275,0.02914439521263846,0.029205225104247067,0.02910766684536413,0.02062161615742128
3,0.11543358390196358,0.07473377761382156,0.010041367558658653,1.0,0.12427864935492311,0.10860202185030797,0.12807846329308234,0.11757488519261129,0.09988871639513115,0.08729627029801303,0.12695982977805303,0.07620145814207724,0.04828485835868652,0.12896907590161452,0.1372580747296975,0.18038433279374308,0.06361464474489367,0.05064789094641991,0.06651769131982493,0.12415625951551998,0.11622789923945309,0.15280886529907065,0.0646263812526735,0.03519276274014633,0.007570754165403821,0.09041295367500127,6.329298731731154e-74,0.00018234464691184538,0.053358469480966744,0.06441201475900502,0.2400914777361481,0.06496129134471651,0.04278748443322815,0.08132530685185956,0.04356756276207436,0.08225655751323174,0.01637490478118152,0.09297213520155174,0.07494917259874687,0.055930319099503654,0.04668631701616817,0.10853417825394047,0.10732133164197123,0.11363812950675727,0.047541092074965305
4,0.6452575386907188,0.17913689165290173,0.03794362805343825,0.12427864935492311,1.0,0.20331183085875046,0.215079466523898,0.2372104437775989,0.7478039535177035,0.6125496584909107,0.2133160877682904,0.15433877902828189,0.030993119762966627,0.5877682579859378,0.07281955814995218,0.16463333314649978,0.07074441853285571,0.05220659800735665,0.008211864878641955,0.5253771276092392,0.13950338568716836,0.11346282484245047,0.8564482679926013,0.6984437313199013,0.3281478705798232,0.92369577357101,6.329298731731154e-74,7.070959877300975e-05,0.05254819254011513,0.21661172446482635,0.15046025935676535,0.35069042625581215,0.5102709674386345,0.1780553366295232,0.20953014530067687,0.1688962566093355,0.6557047085458645,0.38211413879329126,0.25965498041733237,0.09340856516702999,0.09387886719744783,0.20269757817962794,0.2081823539812226,0.1792735822116411,0.1678678896194021
5,0.2979950604639486,0.17731500970520436,0.029368631150975072,0.10860202185030797,0.20331183085875046,1.0,0.18148242341715215,0.19661187510720615,0.19088890252954493,0.29931319231308573,0.18633635174626453,0.12354226721843767,0.03370904792412998,0.40559579174811944,0.296876843499657,0.5458656466897913,0.06846201008777138,0.04615888141485768,0.03812627816869011,0.1979121403847953,0.1274879710034351,0.10051783153860086,0.44145193239581204,0.940823354487361,0.4251162803771227,0.07695389671609072,6.329298731731154e-74,9.028648143404127e-05,0.012884081585745031,0.26464700543482816,0.14418039611877723,0.17501558433747857,0.1775495251792909,0.1719330451490825,0.23902939632198436,0.15895874558688589,0.7134297347466081,0.08898959034076312,0.43982056670551517,0.05854392598825703,0.03775744393226889,0.23661262104162042,0.04191033992374458,0.09567674981441446,0.007957459687624319
6,0.3559164593082226,0.17544348816446367,0.04168447287252764,0.12807846329308234,0.215079466523898,0.18148242341715215,1.0,0.1802767514397809,0.6546016838576678,0.41749851911567926,0.23541000299247664,0.1883015230515941,0.09364958689040719,0.3311916447552212,0.12934225261989749,0.06152251478605417,0.08700049632101121,0.09895930264864267,0.008838881715168292,0.234275013255898,0.14154130857470748,0.11760124284275017,0.952897049817025,0.5939739148182523,0.29934399705622056,0.5289788446061015,6.329298731731154e-74,6.18782739437134e-05,0.3636709720647362,0.20460954957605348,0.1524816695684939,0.5030334718963256,0.7535655702006737,0.17352202805307396,0.2013527280430467,0.1676515790285223,0.5257305992907368,0.2719840203464403,0.2307933132402916,0.16434604799916427,0.2501969388257451,0.1803575780617439,0.18478822745286347,0.16597954992465758,0.6537340039878278
7,0.5221386825076444,0.18184384812672305,0.03326847755519994,0.11757488519261129,0.2372104437775989,0.19661187510720615,0.1802767514397809,1.0,0.2990277375451318,0.6806515297551754,0.19765123653754055,0.13719147347410207,0.034556719105733304,0.6623544690499186,0.43188048659858425,0.8254870703649277,0.07016803388636178,0.049340612434919835,0.026629485272126448,0.2232414317305489,0.13509761726340505,0.10726179573955628,0.6045970692571725,0.8888648111406149,0.3788597771272636,0.0946573011438269,6.329298731731154e-74,8.173934414878714e-05,0.006726993404092028,0.24152721383679984,0.14891634496686398,0.23281687073994203,0.28760584466084127,0.17823318993510048,0.22774040326676587,0.1679481647168037,0.9447317428416648,0.9979473305178119,0.3157080289764282,0.0658206169693515,0.04696128004103295,0.1907346754191145,0.2114494505172934,0.14678083256543933,0.0072184469222625145
8,0.08367759682177456,0.13551646019747485,0.03256979218854805,0.09988871639513115,0.7478039535177035,0.19088890252954493,0.6546016838576678,0.2990277375451318,1.0,0.3057255014443374,0.21957960666804802,0.14641283271245184,0.00984768961692473,0.02636523971203947,0.48517789259160626,0.4162835946596535,0.07696829910258385,0.04509712421379904,0.034611268589178866,0.8529701355246797,0.11013054346465329,0.09764450513477614,0.9115298803854504,0.6133587629517695,0.268311857281338,0.8504339564846362,6.329298731731154e-74,7.004442304255317e-05,0.16941920416468792,0.15652704957873445,0.12568819186987837,0.34941912869254255,0.5138879730534721,0.1348183247513535,0.15893907891054074,0.12840463322301549,0.5454013735715126,0.30986987483342465,0.2101384959445725,0.10963603064547932,0.10401396780832864,0.18813474669336164,0.1937470976271732,0.16884026386278345,0.3006941306920607
9,0.7069218413382257,0.12193661322636093,0.027149048273217458,0.08729627029801303,0.6125496584909107,0.29931319231308573,0.41749851911567926,0.6806515297551754,0.3057255014443374,1.0,0.21215057154307354,0.13851788644873544,0.033626931124781594,0.8835232207533579,0.8714661026755293,0.8929097584059729,0.08570487974831302,0.053528674870269376,0.06805820183767054,0.5728856491034882,0.09914461979879874,0.08372971337562102,0.684943956776686,0.7655233760268026,0.2957558389982712,0.5705950154517531,6.329298731731154e-74,8.034587299815812e-05,0.10064016508246482,0.1523127921506626,0.10595246739972668,0.26034615427109725,0.30115962229598314,0.12280805103591522,0.15028779130002867,0.11248160889754101,0.7590011783481614,0.6634311185303262,0.2179650748065397,0.0999588087705991,0.07406273152624711,0.2854383181019296,0.3062624912282157,0.22437220440128489,0.12200888700964578
